id,dam,sire,sex
803241,791252,791321,M
797691,791252,791321,M
795201,787062,790121,M
793731,786882,786921,M
802311,790372,787761,M
793671,787862,787961,M
795171,791112,790741,M
795191,788282,790381,M
793521,787962,788021,M
794101,787952,787401,M
793501,787352,787271,M
794461,787852,787051,M
795551,787692,789601,M
794161,788072,788851,M
793681,787652,786991,M
794371,788102,786981,M
793691,788032,787751,M
793641,788062,788101,M
794861,790742,786891,M
793471,787342,787121,M
803331,790742,786891,M
794401,786922,787991,M
794501,787042,789591,M
794631,789592,787881,M
793381,787032,787351,M
795721,787122,787951,M
794451,787452,787641,M
794021,786992,787871,M
797681,791292,788001,M
793721,787742,787801,M
794441,787382,787851,M
794151,787752,787111,M
799351,791282,790191,M
798461,787442,791291,M
799141,787672,791331,M
796651,791272,787061,M
794411,788082,787071,M
793711,787682,787651,M
794851,787722,790361,M
799341,791262,788031,M
794541,788852,787781,M
794031,787712,787001,M
794381,788002,788301,M
797371,789992,790371,M
799311,787762,791261,M
793491,787662,787861,M
794141,787802,788291,M
799321,787982,787661,M
793631,788292,787391,M
794551,788562,787341,M
794481,787882,787081,M
794131,787872,787101,M
794841,787012,789991,M
799381,791332,787011,M
799371,787782,791281,M
803571,788302,787721,M
794491,789602,787731,M
794361,787732,787041,M
793661,787052,787441,M
797521,791302,788061,M
794181,787701,788281,M
794171,787112,787971,M
794531,786892,788531,M
799151,788012,791311,M
799361,786982,791301,M
794831,787972,789061,M
794511,787082,789711,M
793701,787912,787671,M
794431,787992,787741,M
793461,787282,787381,M
796021,791322,791111,M
793651,787102,787451,M
793481,787072,787091,M
794111,787392,787911,M
794471,787642,786881,M
797671,788532,791251,M
798841,791242,787981,M
794191,787022,788011,M
793511,787402,787281,M
793741,788272,788561,M
798651,791312,791241,M
794801,790122,787691,M
793541,787002,787711,M
796041,789712,788081,M
798471,787792,791271,M
803261,788022,787791,M
794991,790362,787031,M
793531,787092,787681,M
795461,790392,787021,M
794981,787272,790391,M
794562,788022,787791,F
799152,788012,791311,F
803091,787042,789591,F
794382,788002,788301,F
794862,790742,786891,F
803071,791112,790741,F
793672,787862,787961,F
795182,790372,787761,F
795192,788282,790381,F
795202,787062,790121,F
803242,791252,791321,F
797692,791252,791321,F
793522,787962,788021,F
793472,787342,787121,F
793502,787352,787271,F
794462,787852,787051,F
795552,787692,789601,F
794162,788072,788851,F
793682,787652,786991,F
794372,788102,786981,F
793692,788032,787751,F
794032,787712,787001,F
793642,788062,788101,F
794542,788852,787781,F
794852,787722,790361,F
799312,787762,791261,F
794982,787272,790391,F
799362,786982,791301,F
794632,789592,787881,F
793382,787032,787351,F
795722,787122,787951,F
794452,787452,787641,F
794022,786992,787871,F
794792,790382,788071,F
797682,791292,788001,F
793722,787742,787801,F
803651,787382,787851,F
794152,787752,787111,F
799352,791282,790191,F
794402,786922,787991,F
799142,787672,791331,F
796652,791272,787061,F
794412,788082,787071,F
793712,787682,787651,F
799342,791262,788031,F
794102,787952,787401,F
798462,787442,791291,F
797372,789992,790371,F
793702,787912,787671,F
794832,787972,789061,F
794142,787802,788291,F
799322,787982,787661,F
793632,788292,787391,F
794552,788562,787341,F
794482,787882,787081,F
794132,787872,787101,F
794842,787012,789991,F
799382,791332,787011,F
799372,787782,791281,F
794492,789602,787731,F
794362,787732,787041,F
793662,787052,787441,F
797522,791302,788061,F
794182,787701,788281,F
794172,787112,787971,F
793732,786882,786921,F
794532,786892,788531,F
795462,790392,787021,F
794432,787992,787741,F
794122,788302,787721,F
794992,790362,787031,F
793492,787662,787861,F
794512,787082,789711,F
793532,787092,787681,F
793462,787282,787381,F
796022,791322,791111,F
793652,787102,787451,F
794112,787392,787911,F
794472,787642,786881,F
797672,788532,791251,F
798842,791242,787981,F
793482,787072,787091,F
793512,787402,787281,F
793742,788272,788561,F
798652,791312,791241,F
794802,790122,787691,F
793542,787002,787711,F
798472,787792,791271,F
794192,787022,788011,F
796042,789712,788081,F
803813,791292,788001,M
804735,787452,787641,M
803793,790362,787031,M
803843,787392,787911,M
799375,787782,791281,M
803883,793682,794181,M
803923,790392,787021,M
803933,786882,786921,M
804023,787092,787681,M
803574,788302,787721,M
803953,788012,791311,M
803873,787032,787351,M
803613,788272,788561,M
803402,787792,791271,F
803621,787352,787271,M
803732,787732,787041,F
802092,791242,787981,F
803482,788032,787751,F
803502,790122,787691,F
803492,787912,787671,F
803382,786922,787991,F
803362,787282,787381,F
803372,786982,791301,F
803333,790742,786891,F
803322,788292,787391,F
804941,787382,787851,M
803352,787452,787641,F
803263,788022,787791,F
803581,791322,791111,M
804181,791272,787061,M
803954,788012,791311,F
804331,789592,787881,M
805164,787872,787101,F
803244,791252,791321,F
805034,787862,787961,F
804942,787382,787851,F
804362,787802,788291,F
804332,789592,787881,F
804324,787082,789711,F
804182,791272,787061,F
804736,787452,787641,F
803944,788072,788851,F
804024,787092,787681,F
803934,786882,786921,F
803924,790392,787021,F
803884,793682,794181,F
803874,787032,787351,F
799376,787782,791281,F
803844,787392,787911,F
803794,790362,787031,F
803814,791292,788001,F
803575,788302,787721,F
803614,788272,788561,F
803582,791322,791111,F
803622,787352,787271,F
804503,788532,791251,M
805571,787672,791331,M
805163,787872,787101,M
805033,787862,787961,M
803943,788072,788851,M
804361,787802,788291,M
804323,787082,789711,M
803063,787952,787401,F
803051,789992,790371,M
802922,787882,787081,F
803351,787452,787641,M
803262,788022,787791,M
803243,791252,791321,M
803062,787952,787401,M
803191,791312,791241,M
802921,787882,787081,M
803231,787342,787121,M
803072,791112,790741,M
802931,787112,787971,M
802891,787762,791261,M
802881,789712,788081,M
802971,787992,787741,M
802861,788082,787071,M
803321,788292,787391,M
802791,787642,786881,M
802781,787722,790361,M
802851,788562,787341,M
802811,788062,788101,M
802801,786992,787871,M
802831,788102,786981,M
802741,787682,787651,M
802703,787852,787051,M
799345,791262,788031,M
802721,787972,789061,M
802751,787701,788281,M
802731,787402,787281,M
799355,791282,790191,M
805572,787672,791331,F
802821,787442,791291,M
803332,790742,786891,M
803371,786982,791301,M
803361,787282,787381,M
803232,787342,787121,F
803073,791112,790741,F
803052,789992,790371,F
802932,787112,787971,F
802892,787762,791261,F
802882,789712,788081,F
802972,787992,787741,F
802862,788082,787071,F
802792,787642,786881,F
802822,787442,791291,F
802782,787722,790361,F
802852,788562,787341,F
802812,788062,788101,F
802802,786992,787871,F
802832,788102,786981,F
802742,787682,787651,F
802704,787852,787051,F
799346,791262,788031,F
802722,787972,789061,F
802752,787701,788281,F
802732,787402,787281,F
799356,791282,790191,F
803731,787732,787041,M
802091,791242,787981,M
803481,788032,787751,M
803501,790122,787691,M
803491,787912,787671,M
